name	pinyin	importance
荒谬	huang1 miu4	100
荒谬绝伦	huang1 miu4 jue2 lun2	100
荒漠	huang1 mo4	100
荒年	huang1 nian2	100
荒僻	huang1 pi4	100
荒坡	huang1 po1	100
荒歉	huang1 qian4	100
荒腔走板	huang1 qiang1 zou3 ban3	100
荒山	huang1 shan1	100
荒山野岭	huang1 shan1 ye3 ling3	100
荒时暴月	huang1 shi2 bao4 yue4	100
荒疏	huang1 shu1	100
荒数	huang1 shu4	100
荒滩	huang1 tan1	100
荒唐	huang1 tang2	100
荒唐不经	huang1 tang2 bu4 jing1	100
荒无人烟	huang1 wu2 ren2 yan1	100
荒芜	huang1 wu2	100
荒信	huang1 xin4	100
荒烟蔓草	huang1 yan1 man4 cao3	100
荒烟野蔓	huang1 yan1 ye3 man4	100
荒野	huang1 ye3	100
荒淫	huang1 yin2	100
荒淫无耻	huang1 yin2 wu2 chi3	100
荒淫无度	huang1 yin2 wu2 du4	100
荒原	huang1 yuan2	100
荒置	huang1 zhi4	100
慌不择路	huang1 bu4 ze2 lu4	100
慌慌张张	huang1 huang1 zhang1 zhang1	100
慌了	huang1 le5	100
慌里慌张	huang1 li3 huang1 zhang1	100
慌乱	huang1 luan4	100
慌忙	huang1 mang2	100
慌神儿	huang1 shen2 er5	100
慌张	huang1 zhang1	100
慌张失措	huang1 zhang1 shi1 cuo4	100
慌作一团	huang1 zuo4 yi1 tuan2	100
皇朝	huang2 chao2	100
皇城	huang2 cheng2	100
皇储	huang2 chu3	100
皇帝	huang2 di4	100
皇妃	huang2 fei1	100
皇甫	huang2 fu3	100
皇宫	huang2 gong1	100
皇冠	huang2 guan1	100
皇后	huang2 hou4	100
皇家	huang2 jia1	100
皇军	huang2 jun1	100
皇历	huang2 li4	100
皇粮	huang2 liang2	100
皇马	huang2 ma3	100
皇明	huang2 ming2	100
皇牌	huang2 pai2	100
皇亲	huang2 qin1	100
皇亲国戚	huang2 qin1 guo2 qi1	100
皇权	huang2 quan2	100
皇上	huang2 shang4	100
皇室	huang2 shi4	100
皇太后	huang2 tai4 hou4	100
皇太子	huang2 tai4 zi3	100
皇天	huang2 tian1	100
皇天后土	huang2 tian1 hou4 tu3	100
皇位	huang2 wei4	100
皇子	huang2 zi3	100
皇族	huang2 zu2	100
黄柏	huang2 bo4	100
黄斑	huang2 ban1	100
黄包车	huang2 bao1 che1	100
黄骠马	huang2 biao1 ma3	100
黄表纸	huang2 biao3 zhi3	100
黄波椤	huang2 bo1 luo2	100
黄檗	huang2 bo4	100
黄埔	huang2 pu3	100
黄菜	huang2 cai4	100
黄茶	huang2 cha2	100
黄肠题凑	huang2 chang2 ti2 cou4	100
黄巢	huang2 chao2	100
黄巢起义	huang2 chao2 qi3 yi4	100
黄尘清水	huang2 chen2 qing1 shui3	100
黄澄澄	huang2 deng4 deng4	100
黄疸	huang2 dan3	100
黄道	huang2 dao4	100
黄道带	huang2 dao4 dai4	100
黄道吉日	huang2 dao4 ji2 ri4	100
黄道十二宫	huang2 dao4 shi2 er4 gong1	100
黄灯	huang2 deng1	100
黄帝	huang2 di4	100
黄帝子孙	huang2 di4 zi3 sun1	100
黄碟	huang2 die2	100
黄豆	huang2 dou4	100
黄毒	huang2 du2	100
黄耳传书	huang2 er3 chuan2 shu1	100
黄耳寄书	huang2 er3 ji4 shu1	100
黄发垂髫	huang2 fa4 chui2 tiao2	100
黄发骀背	huang2 fa4 tai2 bei4	100
黄发儿齿	huang2 fa4 er2 chi3	100
黄发台背	huang2 fa4 tai2 bei4	100
黄发鲐背	huang2 fa4 tai2 bei4	100
黄风雾罩	huang2 feng1 wu4 zhao4	100
黄蜂	huang2 feng1	100
黄冈	huang2 gang1	100
黄公酒垆	huang2 gong1 jiu3 lu2	100
黄瓜	huang2 gua1	100
黄冠野服	huang2 guan4 ye3 fu2	100
黄果树	huang2 guo3 shu4	100
黄海	huang2 hai3	100
黄河	huang2 he2	100
黄鹤	huang2 he4	100
黄鹤楼	huang2 he4 lou2	100
黄花	huang2 hua1	100
黄花菜	huang2 hua1 cai4	100
黄花闺女	huang2 hua1 gui1 nv5	100
黄花女儿	huang2 hua1 nv3 er2	100
黄花晚节	huang2 hua1 wan3 jie2	100
黄花鱼	huang2 hua1 yu2	100
黄骅	huang2 hua2	100
黄昏	huang2 hun1	100
黄昏时节	huang2 hun1 shi2 jie2	100
黄昏院落	huang2 hun1 yuan4 luo4	100
黄齑白饭	huang2 ji1 bai2 fan4	100
黄酱	huang2 jiang4	100
黄教	huang2 jiao4	100
黄巾力士	huang2 jin1 li4 shi4	100
黄巾起义	huang2 jin1 qi3 yi4	100
黄金	huang2 jin1	100
黄金分割	huang2 jin1 fen1 ge1	100
黄金失色	huang2 jin1 shi1 se4	100
黄金时代	huang2 jin1 shi2 dai4	100
黄金时段	huang2 jin1 shi2 duan4	100
黄金时间	huang2 jin1 shi2 jian1	100
黄金世界	huang2 jin1 shi4 jie4	100
黄金周	huang2 jin1 zhou1	100
黄金铸象	huang2 jin1 zhu4 xiang4	100
黄酒	huang2 jiu3	100
黄菊	huang2 ju2	100
黄卷青灯	huang2 juan4 qing1 deng1	100
黄绢外孙	huang2 juan4 wai4 sun1	100
黄绢幼妇	huang2 juan4 you4 fu4	100
黄口孺子	huang2 kou3 ru2 zi3	100
黄口小儿	huang2 kou3 xiao3 er2	100
黄口小雀	huang2 kou3 xiao3 que4	100
黄蜡	huang2 la4	100
黄磊	huang2 lei3	100
黄鹂	huang2 li2	100
黄历	huang2 li4	100
黄连	huang2 lian2	100
黄连木	huang2 lian2 mu4	100
黄连素	huang2 lian2 su4	100
黄脸婆	huang2 lian3 po2	100
黄粱美梦	huang2 liang2 mei3 meng4	100
黄粱梦	huang2 liang2 meng4	100
黄粱一梦	huang2 liang2 yi1 meng4	100
黄磷	huang2 lin2	100
黄陵	huang2 ling2	100
黄龙	huang2 long2	100
黄楼夜景	huang2 lou2 ye4 jing3	100
黄芦苦竹	huang2 lu2 ku3 zhu2	100
黄栌	huang2 lu2	100
黄麻紫书	huang2 ma2 zi3 shu1	100
黄毛丫头	huang2 mao2 ya1 tou2	100
黄茅白苇	huang2 mao2 bai2 wei3	100
黄梅	huang2 mei2	100
黄梅戏	huang2 mei2 xi4	100
黄梅雨	huang2 mei2 yu3	100
黄米	huang2 mi3	100
黄绵袄子	huang2 mian2 ao3 zi5	100
黄鸟	huang2 niao3	100
黄牛	huang2 niu2	100
黄牌	huang2 pai2	100
黄牌警告	huang2 pai2 jing3 gao4	100
黄袍加身	huang2 pao2 jia1 shen1	100
黄皮寡瘦	huang2 pi2 gua3 shou4	100
黄皮书	huang2 pi2 shu1	100
黄片	huang2 pian4	100
黄片儿	huang2 pian4 er2	100
黄浦江	huang2 pu3 jiang1	100
黄芪	huang2 qi2	100
黄旗紫盖	huang2 qi2 zi3 gai4	100
黄芩	huang2 qin2	100
黄曲霉菌	huang2 qu1 mei2 jun1	100
黄泉	huang2 quan2	100
黄雀	huang2 que4	100
黄雀在后	huang2 que4 zai4 hou4	100
黄壤	huang2 rang3	100
黄热病	huang2 re4 bing4	100
黄人守日	huang2 ren2 shou3 ri4	100
黄蓉	huang2 rong2	100
黄色	huang2 se4	100
黄色炸药	huang2 se4 zha4 yao4	100
黄沙	huang2 sha1	100
黄山	huang2 shan1	100
黄鳝	huang2 shan4	100
黄石	huang2 shi2	100
黄鼠狼	huang2 shu3 lang2	100
黄台瓜辞	huang2 tai2 gua1 ci2	100
黄汤	huang2 tang1	100
黄汤辣水	huang2 tang1 la4 shui3	100
黄糖	huang2 tang2	100
黄铜	huang2 tong2	100
黄童白颠	huang2 tong2 bai2 dian1	100
黄童白叟	huang2 tong2 bai2 sou3	100
黄土	huang2 tu3	100
黄土高原	huang2 tu3 gao1 yuan2	100
黄网	huang2 wang3	100
黄屋左纛	huang2 wu1 zuo3 dao4	100
黄雾四塞	huang2 wu4 si4 sai1	100
黄香扇枕	huang2 xiang1 shan4 zhen3	100
黄癣	huang2 xuan3	100
黄烟	huang2 yan1	100
黄岩岛	huang2 yan2 dao3	100
黄羊	huang2 yang2	100
黄杨	huang2 yang2	100
黄杨厄闰	huang2 yang2 e4 run4	100
黄叶	huang2 ye4	100
黄页	huang2 ye4	100
黄莺	huang2 ying1	100
黄油	huang2 you2	100
黄鼬	huang2 you4	100
黄鱼	huang2 yu2	100
黄玉	huang2 yu4	100
黄账	huang2 zhang4	100
黄纸板	huang2 zhi3 ban3	100
黄中内润	huang2 zhong1 nei4 run4	100
黄中通理	huang2 zhong1 tong1 li3	100
黄钟大吕	huang2 zhong1 da4 lv3	100
黄钟瓦釜	huang2 zhong1 wa3 fu3	100
黄锺毁弃	huang2 zhong1 hui3 qi4	100
黄种	huang2 zhong3	100
黄种人	huang2 zhong3 ren2	100
黄钻	huang2 zuan4	100
惶惶不可终日	huang2 huang2 bu4 ke3 zhong1 ri4	100
惶惑	huang2 huo4	100
惶惑不安	huang2 huo4 bu4 an1	100
惶惑无主	huang2 huo4 wu2 zhu3	100
惶遽	huang2 ju4	100
惶恐	huang2 kong3	100
惶恐不安	huang2 kong3 bu4 an1	100
惶然	huang2 ran2	100
惶悚	huang2 song3	100
遑论	huang2 lun4	100
遑论其他	huang2 lun4 qi2 ta1	100
潢池盗弄	huang2 chi2 dao4 nong4	100
潢潦可荐	huang2 liao2 ke3 jian4	100
蝗虫	huang2 chong2	100
蝗蝻	huang2 nan3	100
蝗灾	huang2 zai1	100
鳇鱼	huang2 yu2	100
恍惚	huang3 hu1	100
恍恍荡荡	huang3 huang3 dang4 dang4	100
恍恍忽忽	huang3 huang3 hu1 hu1	100
恍然	huang3 ran2	100
恍然大悟	huang3 ran2 da4 wu4	100
恍然而悟	huang3 ran2 er2 wu4	100
恍然惊散	huang3 ran2 jing1 san4	100
恍如	huang3 ru2	100
恍如隔世	huang3 ru2 ge2 shi4	100
恍如梦境	huang3 ru2 meng4 jing4	100
恍若	huang3 ruo4	100
恍若隔世	huang3 ruo4 ge2 shi4	100
恍悟	huang3 wu4	100
晃荡	huang4 dang4	100
晃动	huang4 dong4	100
晃晃	huang3 huang3	100
晃晃悠悠	huang4 huang4 you1 you1	100
晃来晃去	huang4 lai2 huang4 qu4	100
晃眼	huang3 yan3	100
晃悠	huang4 you1	100
谎报	huang3 bao4	100
谎称	huang3 cheng1	100
谎话	huang3 hua4	100
谎话连篇	huang3 hua4 lian2 pian1	100
谎价	huang3 jia4	100
谎言	huang3 yan2	100
幌子	huang3 zi5	100
灰暗	hui1 an4	100
灰白	hui1 bai2	100
灰不溜丢	hui1 bu4 liu1 diu1	100
灰菜	hui1 cai4	100
灰常	hui1 chang2	100
灰尘	hui1 chen2	100
灰沉沉	hui1 chen2 chen2	100
灰顶	hui1 ding3	100
灰度	hui1 du4	100
灰飞烟灭	hui1 fei1 yan1 mie4	100
灰分	hui1 fen1	100
灰膏	hui1 gao1	100
灰姑娘	hui1 gu1 niang2	100
灰谷	hui1 gu3	100
灰光	hui1 guang1	100
灰鹤	hui1 he4	100
灰黑	hui1 hei1	100
灰化土	hui1 hua4 tu3	100
灰浆	hui1 jiang1	100
灰烬	hui1 jin4	100
灰空间	hui1 kong1 jian1	100
灰狼	hui1 lang2	100
灰冷	hui1 leng3	100
灰溜溜	hui1 liu1 liu1	100
灰蒙	hui1 meng2	100
灰蒙蒙	hui1 meng2 meng2	100
灰灭无余	hui1 mie4 wu2 yu2	100
灰泥	hui1 ni2	100
灰棚	hui1 peng2	100
灰容土貌	hui1 rong2 tu3 mao4	100
灰色	hui1 se4	100
灰色市场	hui1 se4 shi4 chang3	100
灰色收入	hui1 se4 shou1 ru4	100
灰沙	hui1 sha1	100
灰身粉骨	hui1 shen1 fen3 gu3	100
灰身灭智	hui1 shen1 mie4 zhi4	100
灰身泯智	hui1 shen1 min3 zhi4	100
灰市	hui1 shi4	100
灰鼠	hui1 shu3	100
灰头土脸	hui1 tou2 tu3 lian3	100
灰土	hui1 tu3	100
灰心	hui1 xin1	100
灰心槁形	hui1 xin1 gao3 xing2	100
灰心丧气	hui1 xin1 sang4 qi4	100
灰心丧志	hui1 xin1 sang4 zhi4	100
灰熊	hui1 xiong2	100
诙谐	hui1 xie2	100
诙谐取容	hui1 xie2 qu3 rong2	100
恢复	hui1 fu4	100
恢复元气	hui1 fu4 yuan2 qi4	100
恢诡谲怪	hui1 gui3 jue2 guai4	100
恢弘	hui1 hong2	100
恢弘气势	hui1 hong2 qi4 shi4	100
恢宏	hui1 hong2	100
恢宏大度	hui1 hong2 da4 du4	100
恢廓	hui1 kuo4	100
恢廓大度	hui1 kuo4 da4 du4	100
恢奇多闻	hui1 qi2 duo1 wen2	100
挥笔	hui1 bi3	100
挥臂	hui1 bi4	100
挥别	hui1 bie2	100
挥斥	hui1 chi4	100
挥斥方遒	hui1 chi4 fang1 qiu2	100
挥刀	hui1 dao1	100
挥动	hui1 dong4	100
挥发	hui1 fa1	100
挥戈	hui1 ge1	100
挥戈退日	hui1 ge1 tui4 ri4	100
挥汗成雨	hui1 han4 cheng2 yu3	100
挥汗如雨	hui1 han4 ru2 yu3	100
挥翰临池	hui1 han4 lin2 chi2	100
挥毫	hui1 hao2	100
挥毫落纸	hui1 hao2 luo4 zhi3	100
挥毫泼墨	hui1 hao2 po1 mo4	100
挥挥手	hui1 hui1 shou3	100
挥霍	hui1 huo4	100
挥霍浪费	hui1 huo4 lang4 fei4	100
挥霍一空	hui1 huo4 yi1 kong1	100
挥剑	hui1 jian4	100
挥剑成河	hui1 jian4 cheng2 he2	100
挥金如土	hui1 jin1 ru2 tu3	100
挥军	hui1 jun1	100
挥了	hui1 le5	100
挥泪	hui1 lei4	100
挥沐吐餐	hui1 mu4 tu3 can1	100
挥拳	hui1 quan2	100
挥洒	hui1 sa3	100
挥洒自如	hui1 sa3 zi4 ru2	100
挥师	hui1 shi1	100
挥手	hui1 shou3	100
挥涕增河	hui1 ti4 zeng1 he2	100
挥舞	hui1 wu3	100
挥之不去	hui1 zhi1 bu4 qu4	100
挥之即去	hui1 zhi1 ji2 qu4	100
虺虺	hui1 hui1	100
晖光日新	hui1 guang1 ri4 xin1	100
晖映	hui1 ying4	100
珲春	hun2 chun1	100
辉光日新	hui1 guang1 ri4 xin1	100
辉煌	hui1 huang2	100
辉煌夺目	hui1 huang2 duo2 mu4	100
辉煌光环	hui1 huang2 guang1 huan2	100
辉煌金碧	hui1 huang2 jin1 bi4	100
辉瑞	hui1 rui4	100
辉县	hui1 xian4	100
辉映	hui1 ying4	100
麾斥八极	hui1 chi4 ba1 ji2	100
麾军	hui1 jun1	100
麾下	hui1 xia4	100
麾之即去	hui1 zhi1 ji2 qu4	100
徽标	hui1 biao1	100
徽菜	hui1 cai4	100
徽号	hui1 hao4	100
徽剧	hui1 ju4	100
徽墨	hui1 mo4	100
徽商	hui1 shang1	100
徽县	hui1 xian4	100
徽章	hui1 zhang1	100
徽州	hui1 zhou1	100
隳肝沥胆	hui1 gan1 li4 dan3	100
隳高堙庳	hui1 gao1 yin1 bi4	100
隳节败名	hui1 jie2 bai4 ming2	100
回报	hui2 bao4	100
回报率	hui2 bao4 lv4	100
回本	hui2 ben3	100
回避	hui2 bi4	100
回禀	hui2 bing3	100
回拨	hui2 bo1	100
回波	hui2 bo1	100
回驳	hui2 bo2	100
回不来	hui2 bu4 lai2	100
回不去	hui2 bu4 qu4	100
回采	hui2 cai3	100
回肠	hui2 chang2	100
回肠荡气	hui2 chang2 dang4 qi4	100
回肠结气	hui2 chang2 jie2 qi4	100
回潮	hui2 chao2	100
回车	hui2 che1	100
回城	hui2 cheng2	100
回程	hui2 cheng2	100
回传	hui2 zhuan4	100
回船转舵	hui2 chuan2 zhuan4 duo4	100
回春	hui2 chun1	100
回春之术	hui2 chun1 zhi1 shu4	100
回答	hui2 da2	100
回单	hui2 dan1	100
回弹	hui2 tan2	100
回荡	hui2 dang4	100
回到	hui2 dao4	100
回道	hui2 dao4	100
回电	hui2 dian4	100
回调	hui2 tiao2	100
回跌	hui2 die1	100
回返	hui2 fan3	100
回房	hui2 fang2	100
回访	hui2 fang3	100
回放	hui2 fang4	100
回府	hui2 fu3	100
回复	hui2 fu4	100
回改	hui2 gai3	100
回干就湿	hui2 gan1 jiu4 shi1	100
回纥	hui2 he2	100
回购	hui2 gou4	100
回顾	hui2 gu4	100
回光返照	hui2 guang1 fan3 zhao4	100
回归	hui2 gui1	100
回归年	hui2 gui1 nian2	100
回归线	hui2 gui1 xian4	100
回归祖国	hui2 gui1 zu3 guo2	100
回锅	hui2 guo1	100
回国	hui2 guo2	100
回过	hui2 guo4	100
回过神	hui2 guo4 shen2	100
回过头来	hui2 guo4 tou2 lai2	100
回还	hui2 hai2	100
回函	hui2 han2	100
回合	hui2 he2	100
回护	hui2 hu4	100
回话	hui2 hua4	100
回环	hui2 huan2	100
回黄转绿	hui2 huang2 zhuan3 lv4	100
回回	hui2 hui2	100
回火	hui2 huo3	100
回击	hui2 ji1	100
回家	hui2 jia1	100
回见	hui2 jian4	100
回教	hui2 jiao4	100
回京	hui2 jing1	100
回敬	hui2 jing4	100
回绝	hui2 jue2	100
回口	hui2 kou3	100
回扣	hui2 kou4	100
回馈	hui2 kui4	100
回来	hui2 lai2	100
回蓝	hui2 lan2	100
回廊	hui2 lang2	100
回老家	hui2 lao3 jia1	100
回礼	hui2 li3	100
回历	hui2 li4	100
回流	hui2 liu2	100
回笼	hui2 long2	100
回炉	hui2 lu2	100
回炉复帐	hui2 lu2 fu4 zhang4	100
回禄之灾	hui2 lu4 zhi1 zai1	100
回路	hui2 lu4	100
回落	hui2 luo4	100
回马枪	hui2 ma3 qiang1	100
回门	hui2 men2	100
回民	hui2 min2	100
回眸	hui2 mou2	100
回眸一笑	hui2 mou2 yi1 xiao4	100
回目	hui2 mu4	100
回念	hui2 nian4	100
回暖	hui2 nuan3	100
回聘	hui2 pin4	100
回棋	hui2 qi2	100
回迁	hui2 qian1	100
回请	hui2 qing3	100
回去	hui2 qu4	100
回绕	hui2 rao4	100
回山倒海	hui2 shan1 dao3 hai3	100
回山转海	hui2 shan1 zhuan3 hai3	100
回身	hui2 shen1	100
回神	hui2 shen2	100
回升	hui2 sheng1	100
回生	hui2 sheng1	100
回声	hui2 sheng1	100
回师	hui2 shi1	100
回事	hui2 shi4	100
回收	hui2 shou1	100
回收率	hui2 shou1 lv4	100
回收站	hui2 shou1 zhan4	100
回手	hui2 shou3	100
回首	hui2 shou3	100
回首经年	hui2 shou3 jing1 nian2	100
回首往事	hui2 shou3 wang3 shi4	100
回赎	hui2 shu2	100
回溯	hui2 su4	100
回天	hui2 tian1	100
回天倒日	hui2 tian1 dao3 ri4	100
回天乏术	hui2 tian1 fa2 shu4	100
回天挽日	hui2 tian1 wan3 ri4	100
回天无力	hui2 tian1 wu2 li4	100
回天运斗	hui2 tian1 yun4 dou4	100
回天再造	hui2 tian1 zai4 zao4	100
回天转地	hui2 tian1 zhuan3 di4	100
回填	hui2 tian2	100
回条	hui2 tiao2	100
回帖	hui2 tie3	100
回头	hui2 tou2	100
回头客	hui2 tou2 ke4	100
回头路	hui2 tou2 lu4	100
回头率	hui2 tou2 lv4	100
回头是岸	hui2 tou2 shi4 an4	100
回退	hui2 tui4	100
回望	hui2 wang4	100
回味	hui2 wei4	100
回味无穷	hui2 wei4 wu2 qiong2	100
回文	hui2 wen2	100
回戏	hui2 xi4	100
回乡	hui2 xiang1	100
回翔	hui2 xiang2	100
回响	hui2 xiang3	100
回想	hui2 xiang3	100
回邪入正	hui2 xie2 ru4 zheng4	100
回心向道	hui2 xin1 xiang4 dao4	100
回心转意	hui2 xin1 zhuan3 yi4	100
回信	hui2 xin4	100
回形针	hui2 xing2 zhen1	100
回旋	hui2 xuan2	100
回旋加速器	hui2 xuan2 jia1 su4 qi4	100
回旋进退	hui2 xuan2 jin4 tui4	100
回旋曲	hui2 xuan2 qu3	100
回旋余地	hui2 xuan2 yu2 di4	100
回旋走廊	hui2 xuan2 zou3 lang2	100
回忆	hui2 yi4	100
回忆录	hui2 yi4 lu4	100
回音	hui2 yin1	100
回应	hui2 ying4	100
回游	hui2 you2	100
回援	hui2 yuan2	100
回赠	hui2 zeng4	100
回涨	hui2 zhang3	100
回执	hui2 zhi2	100
回转	hui2 zhuan3	100
回族	hui2 zu2	100
回嘴	hui2 zui3	100
洄游	hui2 you2	100
茴香	hui2 xiang1	100
蛔虫	hui2 chong2	100
悔不当初	hui3 bu4 dang1 chu1	100
悔读南华	hui3 du2 nan2 hua2	100
悔改	hui3 gai3	100
悔改自新	hui3 gai3 zi4 xin1	100
悔过	hui3 guo4	100
悔过自忏	hui3 guo4 zi4 chan4	100
悔过自新	hui3 guo4 zi4 xin1	100
悔过自责	hui3 guo4 zi4 ze2	100
悔恨	hui3 hen4	100
悔恨交加	hui3 hen4 jiao1 jia1	100
悔婚	hui3 hun1	100
悔其少作	hui3 qi2 shao3 zuo4	100
悔棋	hui3 qi2	100
悔悟	hui3 wu4	100
悔约	hui3 yue1	100
悔之不及	hui3 zhi1 bu4 ji2	100
悔之何及	hui3 zhi1 he2 ji2	100
悔之莫及	hui3 zhi1 mo4 ji2	100
悔之晚矣	hui3 zhi1 wan3 yi3	100
悔之亡及	hui3 zhi1 wang2 ji2	100
悔之无及	hui3 zhi1 wu2 ji2	100
悔之已晚	hui3 zhi1 yi3 wan3	100
悔罪	hui3 zui4	100
悔罪自新	hui3 zui4 zi4 xin1	100
毁谤	hui3 bang4	100
毁不危身	hui3 bu4 wei1 shen1	100
毁车杀马	hui3 che1 sha1 ma3	100
毁掉	hui3 diao4	100
毁方投圆	hui3 fang1 tou2 yuan2	100
毁方瓦合	hui3 fang1 wa3 he2	100
毁冠裂裳	hui3 guan1 lie4 chang2	100
毁害	hui3 hai4	100
毁坏	hui3 huai4	100
毁家纾国	hui3 jia1 shu1 guo2	100
毁家纾难	hui3 jia1 shu1 nan4	100
毁节求生	hui3 jie2 qiu2 sheng1	100
毁了	hui3 le5	100
毁廉蔑耻	hui3 lian2 mie4 chi3	100
毁灭	hui3 mie4	100
毁灭性	hui3 mie4 xing4	100
毁弃	hui3 qi4	100
毁容	hui3 rong2	100
毁伤	hui3 shang1	100
毁尸灭迹	hui3 shi1 mie4 ji4	100
毁损	hui3 sun3	100
毁天灭地	hui3 tian1 mie4 di4	100
毁形灭性	hui3 xing2 mie4 xing4	100
毁于一旦	hui3 yu2 yi1 dan4	100
毁于蚁穴	hui3 yu2 yi3 xue2	100
毁誉	hui3 yu4	100
毁誉不一	hui3 yu4 bu4 yi1	100
毁誉参半	hui3 yu4 can1 ban4	100
毁约	hui3 yue1	100
毁宗夷族	hui3 zong1 yi2 zu2	100
汇报	hui4 bao4	100
汇编	hui4 bian1	100
汇成	hui4 cheng2	100
汇出	hui4 chu1	100
汇到	hui4 dao4	100
汇兑	hui4 dui4	100
汇费	hui4 fei4	100
汇丰	hui4 feng1	100
汇丰银行	hui4 feng1 yin2 hang2	100
汇付	hui4 fu4	100
汇海	hui4 hai3	100
汇合	hui4 he2	100
汇集	hui4 ji2	100
汇价	hui4 jia4	100
汇聚	hui4 ju4	100
汇款	hui4 kuan3	100
汇款单	hui4 kuan3 dan1	100
汇流	hui4 liu2	100
汇拢	hui4 long3	100
汇率	hui4 lv4	100
汇民	hui4 min2	100
汇票	hui4 piao4	100
汇入	hui4 ru4	100
汇市	hui4 shi4	100
汇算	hui4 suan4	100
汇通	hui4 tong1	100
汇文	hui4 wen2	100
汇演	hui4 yan3	100
汇映	hui4 ying4	100
汇展	hui4 zhan3	100
汇总	hui4 zong3	100
会比	hui4 bi3	100
会标	hui4 biao1	100
会不会	hui4 bu4 hui4	100
会餐	hui4 can1	100
会操	hui4 cao1	100
会场	hui4 chang3	100
会钞	hui4 chao1	100
会淡	hui4 dan4	100
会党	hui4 dang3	100
会道能说	hui4 dao4 neng2 shuo1	100
会典	hui4 dian3	100
会对	hui4 dui4	100
会儿	hui4 er2	100
会飞	hui4 fei1	100
会费	hui4 fei4	100
会逢其适	hui4 feng2 qi2 shi4	100
会否	hui4 fou3	100
会给	hui4 gei3	100
会攻	hui4 gong1	100
会馆	hui4 guan3	100
会合	hui4 he2	100
会后	hui4 hou4	100
会话	hui4 hua4	100
会徽	hui4 hui1	100
会稽	hui4 ji1	100
会计	kuai4 ji4	100
会计核算	kuai4 ji4 he2 suan4	100
会计师	kuai4 ji4 shi1	100
会计室	kuai4 ji4 shi4	100
会计学	kuai4 ji4 xue2	100
会计员	kuai4 ji4 yuan2	100
会计制度	kuai4 ji4 zhi4 du4	100
会见	hui4 jian4	100
会将	hui4 jiang1	100
会剿	hui4 jiao3	100
会考	hui4 kao3	100
会客	hui4 ke4	100
会了	hui4 le5	100
会门	hui4 men2	100
会盟	hui4 meng2	100
会面	hui4 mian4	100
会期	hui4 qi1	100
会齐	hui4 qi2	100
会旗	hui4 qi2	100
会签	hui4 qian1	100
会让	hui4 rang4	100
会上	hui4 shang4	100
会少离多	hui4 shao3 li2 duo1	100
会社	hui4 she4	100
会审	hui4 shen3	100
会师	hui4 shi1	100
会使	hui4 shi3	100
会试	hui4 shi4	100
会首	hui4 shou3	100
会水	hui4 shui3	100
会说	hui4 shuo1	100
会所	hui4 suo3	100
会谈	hui4 tan2	100
会谈纪要	hui4 tan2 ji4 yao4	100
会堂	hui4 tang2	100
会通	hui4 tong1	100
会同	hui4 tong2	100
会头	hui4 tou2	100
会务	hui4 wu4	100
会晤	hui4 wu4	100
会衔	hui4 xian2	100
会向	hui4 xiang4	100
会像	hui4 xiang4	100
会心	hui4 xin1	100
会心一笑	hui4 xin1 yi1 xiao4	100
会演	hui4 yan3	100
会厌	hui4 yan4	100
会要	hui4 yao4	100
会议	hui4 yi4	100
会议厅	hui4 yi4 ting1	100
会意	hui4 yi4	100
会阴	hui4 yin1	100
会用	hui4 yong4	100
会友	hui4 you3	100
会有	hui4 you3	100
会元	hui4 yuan2	100
会员	hui4 yuan2	100
会员国	hui4 yuan2 guo2	100
会员制	hui4 yuan2 zhi4	100
会在	hui4 zai4	100
会展	hui4 zhan3	100
会展经济	hui4 zhan3 jing1 ji4	100
会战	hui4 zhan4	100
会长	hui4 zhang3	100
会账	hui4 zhang4	100
会者不忙	hui4 zhe3 bu4 mang2	100
会诊	hui4 zhen3	100
会众	hui4 zhong4	100
会子	hui4 zi5	100
会做	hui4 zuo4	100
讳败推过	hui4 bai4 tui1 guo4	100
讳疾忌医	hui4 ji2 ji4 yi1	100
讳莫高深	hui4 mo4 gao1 shen1	100
讳莫如深	hui4 mo4 ru2 shen1	100
讳树数马	hui4 shu4 shu4 ma3	100
讳言	hui4 yan2	100
绘出	hui4 chu1	100
绘画	hui4 hua4	100
绘声绘色	hui4 sheng1 hui4 se4	100
绘声绘形	hui4 sheng1 hui4 xing2	100
绘声绘影	hui4 sheng1 hui4 ying3	100
绘声写影	hui4 sheng1 xie3 ying3	100
绘事	hui4 shi4	100
绘图	hui4 tu2	100
绘图仪	hui4 tu2 yi2	100
绘影绘声	hui4 ying3 hui4 sheng1	100
绘制	hui4 zhi4	100
荟萃	hui4 cui4	100
诲人不倦	hui4 ren2 bu4 juan4	100
诲淫诲盗	hui4 yin2 hui4 dao4	100
烩面	hui4 mian4	100
贿货公行	hui4 huo4 gong1 xing2	100
贿金	hui4 jin1	100
贿款	hui4 kuan3	100
贿赂	hui4 lu4	100
贿选	hui4 xuan3	100
彗星	hui4 xing1	100
晦暗	hui4 an4	100
晦迹韬光	hui4 ji4 tao1 guang1	100
晦盲否塞	hui4 mang2 pi3 se4	100
晦明	hui4 ming2	100
晦冥	hui4 ming2	100
晦气	hui4 qi4	100
晦涩	hui4 se4	100
晦涩难懂	hui4 se4 nan2 dong3	100
